Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15,
3362,1,63C,20A,C ,27/09/06,321010,100,0,0,0,0,0,0,0,0,730101,100,0,0,0,0,0,0,0,0,145367,CHIEF_INVESTIGATOR,1965,Australia,,2548,25,Yes ,>=0 to 5,2,3,1,0,3,1,812817,CHIEF_INVESTIGATOR,1970,,,2763,25,,Less than 0,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,0,77A,30B,,27/09/06,320602,50,321028,50,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,144767,CHIEF_INVESTIGATOR,1970,Asia Pacific,,1258,34,Yes ,>=0 to 5,0,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,0,77A,30B,,27/09/06,321028,100,0,0,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,20937,CHIEF_INVESTIGATOR,1970,Australia,,2763,25,Yes ,>5 to 10,0,3,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,0,77A,30B,A ,27/09/06,321028,100,0,0,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,29562,CHIEF_INVESTIGATOR,1970,Australia,English,2563,25,Yes ,>=0 to 5,0,1,4,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,0,77A,30B,B ,27/09/06,321024,100,0,0,0,0,0,0,0,0,730303,100,0,0,0,0,0,0,0,0,72652,CHIEF_INVESTIGATOR,1940,Australia,,2563,25,,Less than 0,0,2,0,2,1,2,67037,CHIEF_INVESTIGATOR,1950,Eastern Europe,,2563,25,Yes ,>10 to 15,2,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,0,,,,27/09/06,320405,60,321010,10,321026,30,0,0,0,0,730101,60,730116,20,730201,20,0,0,0,0,77112,CHIEF_INVESTIGATOR,1960,Great Britain,,2763,25,Yes ,>=0 to 5,2,3,14,13,6,0,663742,CHIEF_INVESTIGATOR,1975,Western Europe,,2763,25,Yes ,>=0 to 5,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,1,63C,20A,B ,27/09/06,321203,100,0,0,0,0,0,0,0,0,730301,100,0,0,0,0,0,0,0,0,106227,CHIEF_INVESTIGATOR,1955,Australia,,2523,25,,,0,1,0,0,1,1,636917,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,0,0,0,0,95892,CHIEF_INVESTIGATOR,1960,Australia,,2523,25,,Less than 0,0,0,0,1,6,1,63562,CHIEF_INVESTIGATOR,1940,Australia,,2523,25,,Less than 0,2,2,0,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,0,20D,30B,G ,27/09/06,321003,40,321004,60,0,0,0,0,0,0,730106,50,730105,50,0,0,0,0,0,0,74162,CHIEF_INVESTIGATOR,1970,Australia,,2813,25,Yes ,>5 to 10,2,4,12,23,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,0,95C,30B,,27/09/06,320502,60,270103,20,270105,20,0,0,0,0,730110,100,0,0,0,0,0,0,0,0,19517,CHIEF_INVESTIGATOR,1965,Australia,,2668,25,Yes ,>=0 to 5,2,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,1,21A,50A,A ,27/09/06,300507,100,0,0,0,0,0,0,0,0,670502,50,670503,50,0,0,0,0,0,0,500367,CHIEF_INVESTIGATOR,1965,Western Europe,,1258,34,Yes ,>=0 to 5,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,0,77A,30B,A ,27/09/06,321028,100,0,0,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,488677,CHIEF_INVESTIGATOR,1985,Australia,,163,82,,>=0 to 5,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,0,,,,27/09/06,270603,60,321005,30,270803,10,0,0,0,0,780105,50,730204,50,0,0,0,0,0,0,73402,CHIEF_INVESTIGATOR,1965,Great Britain,,3268,31,Yes ,>5 to 10,2,3,4,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,0,77A,30B,,27/09/06,321028,100,0,0,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,741582,CHIEF_INVESTIGATOR,1975,Great Britain,,2763,25,Yes ,>=0 to 5,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,1,63C,20A,B ,27/09/06,,,,,,,,,,,,,,,,,,,,,74947,CHIEF_INVESTIGATOR,1965,Australia,,828,7,Yes ,>5 to 10,1,0,0,0,1,7,698007,CHIEF_INVESTIGATOR,1940,,,2523,25,Yes ,>=0 to 5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,0,63C,20A,B ,27/09/06,321210,40,321216,40,321206,20,0,0,0,0,730219,50,730204,30,730209,20,0,0,0,0,25267,CHIEF_INVESTIGATOR,1965,Australia,,2518,25,Yes ,>5 to 10,0,2,1,2,7,8,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,0,77A,30B,A ,27/09/06,321028,100,0,0,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,2712,CHIEF_INVESTIGATOR,1965,Australia,,2563,25,Yes ,>10 to 15,1,4,17,32,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,0,197A,30D,E ,27/09/06,321004,50,321012,50,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,74162,CHIEF_INVESTIGATOR,1970,Australia,,2813,25,Yes ,>5 to 10,2,4,12,23,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,1,,,D ,27/09/06,270108,40,270504,20,270805,40,0,0,0,0,630501,30,620501,30,670602,40,0,0,0,0,65307,CHIEF_INVESTIGATOR,1960,Australia,,1258,34,Yes ,more than 15,0,0,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,1,77A,30B,A ,27/09/06,321024,100,0,0,0,0,0,0,0,0,730303,50,730114,50,0,0,0,0,0,0,19082,CHIEF_INVESTIGATOR,1970,Australia,,2563,25,Yes ,>=0 to 5,1,2,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,0,95C,30B,,27/09/06,321027,70,320702,30,0,0,0,0,0,0,730110,70,730104,30,0,0,0,0,0,0,589572,CHIEF_INVESTIGATOR,1975,,,2678,25,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,0,63C,20A,B ,27/09/06,321216,50,321204,30,321209,20,0,0,0,0,730201,20,730211,20,730209,20,730218,20,730207,20,65712,CHIEF_INVESTIGATOR,1950,Western Europe,,2523,25,,more than 15,0,3,0,2,4,8,68587,CHIEF_INVESTIGATOR,1955,Australia,,2523,25,Yes ,>10 to 15,3,4,0,0,0,0,9417,CHIEF_INVESTIGATOR,1950,Australia,,2523,25,Yes ,>5 to 10,0,1,1,0,0,5,89232,CHIEF_INVESTIGATOR,1945,Australia,,2788,25,,>=0 to 5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,0,20D,30B,G ,27/09/06,321017,25,270801,25,291503,25,329902,25,0,0,670403,50,730108,50,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,1,77A,30B,A ,27/09/06,321028,100,0,0,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,741582,CHIEF_INVESTIGATOR,1975,Great Britain,,2763,25,Yes ,>=0 to 5,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,0,63C,20A,B ,27/09/06,321207,50,321216,30,321204,10,321217,10,0,0,730206,50,730301,30,730306,20,0,0,0,0,64357,CHIEF_INVESTIGATOR,1965,Australia,,2523,25,Yes ,>5 to 10,0,1,3,7,13,5,45847,CHIEF_INVESTIGATOR,1975,Australia,,2523,25,Yes ,>=0 to 5,0,0,0,0,0,0,98987,CHIEF_INVESTIGATOR,1975,Australia,,2523,25,,Less than 0,0,1,0,0,0,1,39832,CHIEF_INVESTIGATOR,1975,Australia,,2523,25,,>=0 to 5,0,0,0,0,0,0,49532,CHIEF_INVESTIGATOR,1970,Australia,,,25,,>=0 to 5,1,0,0,1,0,1,105837,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,0,,,F ,27/09/06,320304,40,250302,30,320502,30,0,0,0,0,670403,40,730210,40,670499,20,0,0,0,0,64777,CHIEF_INVESTIGATOR,1940,Australia,,2813,25,,more than 15,1,5,2,11,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,1,,,G ,27/09/06,320603,30,320503,40,321401,30,0,0,0,0,730114,50,730118,50,0,0,0,0,0,0,89467,PRINCIPAL_SUPERVISOR,1960,New Zealand,,2678,25,,,1,2,8,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,0,24D,30B,B ,28/09/06,250402,50,260301,30,329999,20,0,0,0,0,780103,40,780105,40,730104,20,0,0,0,0,612,DELEGATED_RESEARCHER,1960,Australia,,3123,31,Yes ,>10 to 15,1,1,7,5,3,0,637272,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,0,0,0,0,5287,CHIEF_INVESTIGATOR,1960,Australia,,3123,31,Yes ,>5 to 10,2,3,9,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,0,24D,30B,A ,28/09/06,321402,70,329902,30,0,0,0,0,0,0,730199,100,0,0,0,0,0,0,0,0,491312,CHIEF_INVESTIGATOR,1960,Australia,,2563,25,Yes ,>=0 to 5,1,6,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,0,24D,30B,A ,28/09/06,320202,100,0,0,0,0,0,0,0,0,730102,100,0,0,0,0,0,0,0,0,495452,CHIEF_INVESTIGATOR,1975,Australia,,2763,25,Yes ,>=0 to 5,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,0,24D,30B,B ,28/09/06,320702,80,321005,10,321204,10,0,0,0,0,730104,90,730211,10,0,0,0,0,0,0,134907,CHIEF_INVESTIGATOR,1975,Australia,English,2578,25,Yes ,>=0 to 5,0,3,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,0,24D,30B,A ,28/09/06,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,66887,CHIEF_INVESTIGATOR,1955,Australia,,2813,25,,Less than 0,2,7,0,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,0,24D,30B,B ,28/09/06,320205,100,0,0,0,0,0,0,0,0,730102,100,0,0,0,0,0,0,0,0,22982,PRINCIPAL_SUPERVISOR,1960,Australia,,2628,25,Yes ,>5 to 10,1,1,16,5,5,0,47257,CHIEF_INVESTIGATOR,1975,Australia,,2628,25,Yes ,>=0 to 5,1,1,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
